date,user,location,text
2021-03-17 16:11:53,onlyexonly,"London, England",yo they really performed power at the Winter Olympics . BRUH exo was just . doing stuff back in the day . miss that
2021-03-17 16:11:44,transscribe,"Washington, DC","Tom Cotton cites Flo Jo’s world records in the 100m and 200m dashes and notes that 76 high school cis boys ran faster than her times in 2019. Left unsaid is despite being allowed to compete as women in the Olympics for nearly 20 years, no trans woman has come close to her times."
2021-03-17 16:11:10,mat_schmaltz,Canada,"@Ole_Manhattan @erinotoole They only missed one budget (2020). Just like the Olympics only missed one year. But when it's framed it as total time it's misleading.

That's my point."
2021-03-17 16:11:03,victorvikingsko,"Brooklyn Park, MN",@GAFollowers @MoveMaker_ All i remember about the 96 Olympics was the bombing 😥 😔
2021-03-17 16:10:52,samtong_,"Texas, USA",Asian hate crimes have gone up over 150% in the past year alone but the “energy being put into this feels disproportionate” lol ok. This isn’t the oppression olympics bud. Talking about asian hate is not a threat to blm. Both are important separate issues https://t.co/XPwS9HVIwd
2021-03-17 16:10:36,TheTofuBowl,"Scotland, United Kingdom",@Forza_Asia @Abishop32 I think the issue is then that some might be 25 by this Olympics.
2021-03-17 16:10:35,Chris_1791,"Philadelphia PA, USA","Chinese Media Attack Ted Cruz, Mitt Romney Despite Them Opposing Olympics Boycott https://t.co/zkH1hTWJNh via @BreitbartNews"
2021-03-17 16:10:29,Platonista1,Delphi,"@spikesandspokes @Jaxkarnn @Christi38981822 @snaxodus @aria_isara As for your bizarre Olympics obsession, what do you think team USA is? This person qualified multiple times. You're fixated on the fact that it was in a different age bracket or that he didn't actually go to the Olympics. But this was not the claim. Your zeal is confusing you."
2021-03-17 16:10:23,TheSnowReport,Instagram: @thesnowreport,"This is one of the ""cooler"" stories you'll read today. 
https://t.co/UwsFLuyNkN"
2021-03-17 16:10:08,defnottori_,united states of atlanta,"why is it that non black minorities always bring up “well we marched and helped with blm, so why can’t they help us”? like... y’all do know black people started their protests, right? if y’all do the same, i promise y’all will get the same support. oppression olympics"
2021-03-17 16:10:05,PurplebricksUK,United Kingdom,"“I love the prints, they’re so bright and colourful. It’s going to be amazing seeing the boards as they’re just so different.” 

Watch @LauraKenny31 unveil our new For Sale and To Let boards, and discuss why home support is so important to her 💜

#HomeSupport #TeamGB #Olympics https://t.co/vZRnw9lD15"
2021-03-17 16:09:58,jonah_kessel,"New York, USA","""NBC can refrain from showing any jingoistic elements of the opening and closing ceremonies and instead broadcast documented reports of China’s abuses."" Mitt Romney on how to boycott Beijing Olympics. https://t.co/WbYmEAALOm"
2021-03-17 16:09:55,_nxdysx,,Some of the comments I see from  black Americans on Asian hate crimes being “fake” or “not real”are truly upsetting to me. As black people we know exactly how it feels to be targeted based on race. This is not the oppression Olympics.  We need to support each other.
2021-03-17 16:09:40,Tha_Heisenberg,"Blantyre, Malawi",Typa Olympics are these https://t.co/tWu36OqhO0
2021-03-17 16:09:35,LokMarg,,"Want To Give My Best Shot At Tokyo Olympics: Bhavani 

#Tokyo2020 #TokyoOlympics #BhavaniDevi #IndianFencer @iocmedia @IndianOlympians @NBCOlympics 
https://t.co/2wy5HSbT9t"
2021-03-17 16:09:20,IronSubversive,The worst planet,"@DocEmettBrown @Mohomid7234 @WodyJalls @scrowder I don't think there's a medal above gold in the mental gymnastics Olympics but damn if you aren't absolutely GOING for it. I admire your pizazz, it's really got quite the flair."
2021-03-17 16:09:14,ChipdudeM,"Manhattan, KS",Thank you Rob for supporting Special Olympics and our endeavor to get these athletes to Orlando! Much love and Go Cats! https://t.co/8OWmRmHt2S https://t.co/umHO5tjCgy
2021-03-17 16:09:06,vertybruh,"New York, USA",@intimidatortj @MoveTheSticks Nope. The underwear olympics😂
2021-03-17 16:08:40,OlympicStatman,"Deepest, darkest Mid Wales","#Olympics #Athletics ""Gjert Ingebrigtsen states that it is uncertain whether his running sons will participate in the Olympics without being vaccinated"" https://t.co/sk4Mg4gU19"
2021-03-17 16:08:35,BENJlCAPALOT,,Why are blacks always needed during the oppression olympics??? https://t.co/KtgbmRC7wG
2021-03-17 16:08:17,BenSkyWatcher1,"Weston-super-Mare, England",@theboredwatcher @christophclarey What an absolute load of nonsense!!! According to you lot DjoCovid has dominated the last ten years and the Olympics have occurred in the last ten years yet he has no gold medal 🤷‍♂️
2021-03-17 16:08:11,virginvity,🧡 ::  love lobby ,"@JennieKimSm except this isn't the oppression olympics, so your excuse has no weight"
2021-03-17 16:08:09,skhurram86,,Supergirl ANNA JAROONSAK will be featured in the video of #HopeLightsOurWay which is going to be Launched on March 21 2021. Please watch here for more videos of her https://t.co/Qcr833dLIE. THE GOAL IS TO PERFORM HOPE LIGHTS OUR WAY ON STAGE AT THE TOKYO OLYMPICS ON AUGUST 8 2021 https://t.co/2zj0YTkDyo
2021-03-17 16:08:03,saumyafma,,"India’s International Sabre Fencer Bhavani Devi, student of the school of Management of KIIT Deemed to be University, Bhubaneswar of on qualifying for the Tokyo Olympics. Bhavani is the first Indian fencer ever to make the cut for the Olympics"
2021-03-17 16:08:01,mary73080162,,"Romney suggests U.S. boycott of 2022 Beijing Winter Olympics should not include athletes https://t.co/AZANilk3W8 via @Yahoo 

Romney close tie to Taiwan insurgent, 2012 elect fraud almost help him won. boycott Beijing Olympic? no good reason, just Taiwan rebel want. they play US"
2021-03-17 16:07:56,SteveBenedict17,"Montana, USA",@bbbykess @skol_brian @KyleRohde @benshapiro There have been 7 Olympics since the IOC admitted trans athletes. SEVEN with thousands of athletes competing in thousands of matches. How many trans athletes have medaled?
2021-03-17 16:07:51,tedperl,New York ,"Opinion | The Right Way to #Boycott the Beijing Olympics https://t.co/uHJiDY6B5k
Mitt Romney's take on how to best respond to #UyghurGenocide. https://t.co/Qb3JGFYhfO"
2021-03-17 16:07:48,Seven__Seven77,,Bring to the Summer Olympics Home then !
2021-03-17 16:07:22,NihadKestendzic,"Sarajevo, Bosnia ","Lana Pudar 🇧🇦: second best time this year (women's 100 metres butterfly)! 🏊‍♀️ 
Youngest among Top 10.
 #Tokyo next! 
#Bosnia #Olympics #TokyoOlympics #swimming https://t.co/BAOl79MQvN"
2021-03-17 16:07:09,TSN1200,Ottawa,"In The Box - Hour 2

#Ovechkin #GoalRecord #Schofield #WomensHockey #PWHA #Olympics

https://t.co/aRYsDuIsHY"
2021-03-17 16:06:55,CJNpodcasts,"Toronto, ON","Listen to the story of Gretel Bergmann, a German-American Olympic athlete, who was barred from competing in the 1936 Berlin Olympics—because she was Jewish. https://t.co/YaLZYnSQKU"
2021-03-17 16:06:41,IronSubversive,The worst planet,"@DocEmettBrown @CapitalistSilly @WodyJalls @scrowder My mans you are so lost it's indescribable. There IS no mental gymnastics Olympics, you don't have to keep showing off. 

If there were one, though, you'd be a shoe in for gold in every event so you got nothin' to worry about."
2021-03-17 16:06:34,Angela_ReNai,,@KarenKilgariff you guys should do a live show with pet cutouts in the audience. Kept seeing cats during the Winter Olympics (ice skating) and it was the best thing ever.
2021-03-17 16:06:27,insidethegames,,A four-year plan for 2021 to 2024 that will enable a million young people affected by displacement to have access to safe sport has been approved by the Board of the Olympic Refuge Foundation https://t.co/CgVb2tgCwH #Olympics #Refugees @FilippoGrandi @Refugees #Tokyo2020
2021-03-17 16:06:09,buaidh_no_bas90,,@guardian Aren't they supposedly hosting the 2022 Olympics?
2021-03-17 16:06:06,ForemanSalt,,"@BlackDGamer1 If this they're gonna hold asians as being systemically repressed i'm gonna fucking laugh!

Didn't these woke jagoff lump them in with white folks in their oppression olympics not too long ago?"
2021-03-17 16:05:33,Chickenlil_47,,@chri5ten @FaZeKay It's epics game not the Olympics
2021-03-17 16:05:28,PrettyMothaFckr,Agrabah,"Whatever happened to the flag Olympics, who won that?"
2021-03-17 16:05:09,CyclingBoomer,"Denison, TX",Laura kenny says she considered retirement after 2020 crashes Laura Kenny (Picture: Getty Images) Laura Kenny says she considered retirement after suffering two breaks in crashes last year. https://t.co/paXxDG01Lv via @cyclingboomer #velo #cycling https://t.co/0n0BBCIloO
2021-03-17 16:05:02,IgaOUT5,,@serenaslam24 She can still play the Olympics but she leaves BJKC open. Honestly it’s not a lot but it’s something.
2021-03-17 16:05:00,GAFollowers,"Georgia, USA","FUN FACT: There's an ice cream spot called, ""Atlanta Ice Cream"" in the Middle East (Bahrain) that serves ice cream at 2AM. The logo features ""Izzy"", the mascot from Atlanta's 1996 Summer Olympics. 🔥🍦 https://t.co/bWxUYXzhBh"
2021-03-17 16:04:57,HiramG74466721,,"WASHINGTON DC CAPITOL HILL 
WE THE PEOPLE 
SPECIAL OLYMPICS USA 🇺🇸 
WHERE THE VOTES 
STOP PLAYING EXECUTIVE ORDERS
BECAUSE STOP THE BULLSHIT 
DONALD JOHN TRUMP IS OUR PRESIDENT"
2021-03-17 16:04:50,Michael58739848,,@Football_BM how can a government talk of gambling when it runs a lottery to financially dope the olympics
2021-03-17 16:04:07,RipleyLacross,"Portland, OR","@AnneBeanTweets PNW is like, severe bushwacking these days, and the sections I wanna do I think are way out of my league without serious training (Olympics, Cascades, etc.) But now I'm seriously considering a 100/150-mile segment of the PCT..."
2021-03-17 16:03:41,serenaslam24,✰he/him✰,Are there wildcards for the Olympics?
2021-03-17 16:03:18,serenaslam24,✰he/him✰,@IgaOUT5 So does this mean she is unable to qualify for the Olympics?
2021-03-17 16:03:18,originofspring,The place where stars fall,@insidethegames @NoQuarNoWorlds Please postpone worlds’ until ISU has come up with safer quarantine protocols with new variants springing up!!! @ISU_Figure @SkateCanada @skatingjapan @USFigureSkating @ReutersSports @olympicchannel @Olympics @NBCOlympics @CBCOlympics @Beijing2022 @BBCSport @kyodo_sports_en
2021-03-17 16:03:17,MelissaMOrtiz,"New York, NY",Join us now in the link below! We will be discussing the Olympics! @nyutischsports  @nyuniversity https://t.co/CRg2GK6lKP
2021-03-17 16:02:53,mizmaxgordon,Earth,Is China committing genocide against Uyghurs? Information void obscures Xinjiang conditions - The Washington Post https://t.co/CVZIZu8Hwr
2021-03-17 16:02:30,HTSportsNews,India,"'Tried to compete in tournaments even with injuries to qualify for Olympics': Bhavani Devi

https://t.co/94juw5Mj6P"
2021-03-17 16:01:50,chri5ten,"London, England",@Chickenlil_47 @FaZeKay My argument is not whether he cheated it's actually the fact it's a life time ban in the Olympics people cheat Russia had there whole team and country banned but will be allowed to return and I can name many other Olympic athletes that's a professional sport watched by millions
2021-03-17 16:01:33,simpyn_,she/her || minor,@cloudmui poc solidarity is nonexistent when people just want oppression olympics. why do you even wanna be the most oppressed isn’t it the goal to like not get oppressed i swear
2021-03-17 16:01:25,TillyBreda,,send her to the olympics https://t.co/G1BKYMMvhu
2021-03-17 16:01:23,NBCOlympics,,"🚨 ATTN 🚨

Shaun White is set to compete at the U.S. Grand Prix in Aspen, Colorado this weekend in his FIRST snowboard contest since the 2018 PyeongChang Olympics. 🥳 https://t.co/V3GYBSsrYM"
2021-03-17 16:01:05,GrigLeft,,@Olympics @SisaSolymosyova @fina1908 A youngster but full of dreams!
2021-03-17 16:00:59,Donbuffalo13,"Vernon, VT ➡️Rochester, NH",@JalomeJerry @patsully35 @NicholasBianch @stoolpresidente @GMillerTSN Intersting I've had Kenny Albert as a play by play guy for the Olympics since like 2010 and before that in 06 it was emrick and Pierre... guess I don't get Gord ever
2021-03-17 16:00:54,SasakiDesign,"Watertown, MA","The Beijing Olympics represented a turning point in the evolution of sustainability and landscape architecture in China, according to @NationalASLA. Sasaki is proud to have lead the design of Beijing's Olympic Green and Forest Park, and 798 Arts District. https://t.co/5Zyx3D2h77"
2021-03-17 16:00:52,fizapirani,"Atlanta, GA",“We’re used to thinking of race as oppression Olympics. Who is the most oppressed? Who’s the least oppressed? And who’s sort of oppressed in the middle?” — @cathyparkhong in conversation with @alexanderchee: https://t.co/h0y0MmGDAR
2021-03-17 16:00:43,BrowneEC,850 26th Street NE,"#BrowneEC_C3 celebrates #WHM2021

Today we honor Gina Bass. 

Bass is the first female Olympian for her country, the Gambia, and was the flagbearer at the Rio Olympics three years ago. 
https://t.co/Qj1HL6GqZX

#GinaBass #HerStory https://t.co/xVr7QDZFCr"
2021-03-17 16:00:41,KEIT0WN,non-spoiler free,International Olympic Committee: Revoke Beijing's hosting right of 2022 Winter Olympics on human rights ground - Sign the Petition! https://t.co/QDFhP997Ze via @Change
2021-03-17 16:00:33,GrigLeft,,@Olympics @RefugeesOlympic Can't wait for tomorrow!
2021-03-17 16:00:22,KarateZimbabwe,,"#womenpower 
This is Dilara Bozan performing kata. She is Turkey's @Olympics hopeful who learned Karate to fight bullying.

Self defense is one of the many benefits of training karate. https://t.co/V0tZGaHArE"
2021-03-17 16:00:16,AndreaBaxBassan,Milano,I just liked “Samsung Winter Olympics DC” on #Vimeo: https://t.co/Hvh4U8umXN
2021-03-17 16:00:01,IRIglobal,"Washington, DC","“You can bet [China] will put on another impressive show to distract from the genocide.” 

@DaveShullman in @FT on why lawmakers, human rights activists are calling on President Biden to respond to #CCP persecution of Uighurs by rebidding the 2022 Olympics https://t.co/1T4Qr7RPbX"
2021-03-17 16:00:01,RatePico,,"Snowball Showdown by @bridgs_dev 

A fun dueling game. Like a missing event from Track &amp; Field: Winter Olympics.

https://t.co/cW8Fy8ybV4"
2021-03-17 16:00:00,Olympics,"Lausanne, Switzerland","""If you believe in yourself, there is nothing to really be afraid of.""

Meet 17-year-old artistic swimmer Silvia Solymosyova, from Slovakia 🇸🇰. She is aware of her challenges but they don't stop her from becoming a viral TikTok star. ⭐

@SisaSolymosyova @FINA1908"
2021-03-17 15:59:43,GrigLeft,,@Olympics @momota_kento @bwfmedia @parupallik Thanks for your updates from all the action!
2021-03-17 15:59:27,StygianSis,United States,"And btw if you feel the need to juxtapose the black struggle in America to this tragedy at a time like this, don't.

This is not the oppression olympics. We all have to support one another in this fight against white supremacy. https://t.co/FILoSAvIGu"
2021-03-17 15:59:25,IndiaTVSports,"Noida, India","Tried to compete in tournaments even with injuries to qualify for Tokyo Olympics: Bhavani Devi

https://t.co/W2hqPz8dJa"
2021-03-17 15:59:16,GrigLeft,,@Olympics @milanocortina26 @ISU_Figure @torvillanddean I voted this morning!
2021-03-17 15:58:57,UFILive,Global,"Yuko is optimistic that events could be running like normal by autumn in Tokyo, with all eyes watching to the Olympics to get a gauge for sponsor and visitors trends. Missed this morning's session of #UFIconnects? Watch it on-demand here: https://t.co/rHLRQ9nyRU @comexposium https://t.co/7NW7Dq9kR2"
2021-03-17 15:58:45,HindustanTimes,"New Delhi, India",'Tried to compete in tournaments even with injuries to qualify for Olympics': Bhavani Devi https://t.co/ym2gEIotTo
2021-03-17 15:58:45,GrigLeft,,@Olympics @TeamIreland @Tokyo2020 Pat O'Callaghan was the first to begin this medal journey for @TeamIreland
2021-03-17 15:58:39,doctorbaixue,"England, United Kingdom",they cover themselves up to avoid men being disgusting creeps to them and yet you were so determined that you found a way to do it anyway. you just won the fucking shitstain olympics dude. https://t.co/ROj1mQ548g
2021-03-17 15:58:10,LydiaLinsmeier,,"@MikaelaGraceXO @dylanpats @JillSixx First time I have ever seen the federal protected classes referred to as the ""oppression olympics"" - you are a joy."
2021-03-17 15:58:05,HRobbea,,"@MeanwhileIPaint @Charlie67830260 How about stop the oppression olympics, victim narratives, idealogy and look at real socioeconomic reasons for crime instead of made up hetero normative patriarchy conspiracy theories and other stupid grand narratives gender warriors blurt out"
2021-03-17 15:58:03,TheDarrylWilson,"Middletown, DE",@QueenGBabe Not the Olympics😭😂
2021-03-17 15:58:01,sportopolis_it,Italy,"Last appointment with the ""history of environmental #sustainability at the #Olympics"": the disaster waiting to happen of #Sochi 2014, the issues of #Rio 2016 with water quality and the legacy of #PyeongChang 2018.

https://t.co/vpVMygUDz4"
2021-03-17 15:57:57,IExpressSports,New Delhi,"Bhavani Devi, who qualified for the Tokyo Olympics through the Adjusted Official Ranking (AOR) Method, said she didn't know how to pick and choose tournaments and so competed in all of them.

https://t.co/M0AMi08AlJ"
2021-03-17 15:57:14,CoachLN,"Stockholm, Sweden","@gabyandersengz What Gert said in that interview (https://t.co/L9pE0a8USB) is primarily:
1) We won't travel to Japan without vaccination &amp; can't have it the day before departure.
2) We feel unsure to travel to Japan 3-4 weeks ahead of the Olympics if other people isn't vaccinated. ..."
2021-03-17 15:57:05,RAJIVLOCHANMOH2,"Bhubaneshwar, India","Kalinga Institute of Industrial Technology (KIIT) student and sabre fencer Bhavani Devi created history by becoming the first-ever Indian fencer to qualify for the Olympics.
#WELOVEKIIT"
2021-03-17 15:57:01,Greg_LW,FoD GLOS. & MON. NP16 7LR - UK,"If it was another senior #SNP male with consent, why would anyone be surprised? However, if they were self-defined #trans females is it voyeurism or akin to #Circus_Macabre which is banned or to #Para_Sport &amp; #Para_Olympics which are akin! https://t.co/SR5d7MLeG8"
2021-03-17 15:56:45,GrigLeft,,@Olympics @momota_kento @bwfmedia @LaureusSport He's so powerful and I'm sure he will succeed
2021-03-17 15:56:22,salty_mcchicken,balls deep,"@misfit320 @Orvold42 @2273kathy @briantylercohen these inherant advantages away to create a playing field that, although might not be completely level (though we cant assume this because no evidence has come out supporting this,) is by no means a blight upon athleticism. trans women havent ever taken a gold from the olympics..."
2021-03-17 15:56:12,HRobbea,,@MeanwhileIPaint @Charlie67830260 Is this white feminism trying to be biggest victims again and upset black people other races are getting the victimhood oppression olympics glory? https://t.co/3VxHAhxlZ2
2021-03-17 15:56:00,cheddar,"New York, NY","""My arm is ready.""

@USWNT's @mPinoe is looking forward to receiving the Covid-19 vaccine ahead of the 2021 Summer Olympics in Tokyo. https://t.co/r9vmz6nSAr"
2021-03-17 15:55:29,lifewithtobi,"Grenoble, France",How is she not sliding and falling down 👀 https://t.co/kAYHEhBuGl
2021-03-17 15:55:17,supermurgantro1,,"⭐POSITIVE POWER HOUR ⭐
- “Selfie Olympics &amp; Community Selfies""-

⭐Giveaway! 
⭐Path to PARTNER &amp; Beyond! 
⭐HYPE POPPERS!

💖LIVE NOW 💖
https://t.co/oeOnzNsdII #PositivePowerHour https://t.co/rGqdN2fzfI"
2021-03-17 15:54:55,Nauritstru,,@239Hurst @EmmanuelAcho @JoyTaylorTalks I didn't know the oppression olympics were starting early this year 😑😑
2021-03-17 15:54:40,GonzoSZN,"Colorado, USA","Huge shoutout to @eMLS for the custom @CocaCola jersey! 

Make sure to tune in to the #eMLS Cup on March 20-21 at 3:00 PM EST 🏆 

All proceeds from this jersey are being donated to Special Olympics, shop now! https://t.co/NmepGqNNy9"
2021-03-17 15:54:29,GrandPortageMN,"Grand Portage, Minnesota","@washingtonpost Ladies - you can do it!! My sisters started in 1974; the first year we had high school girls 🏀 in MN. The moms made the uniforms. From that year - the girls in the tournament went on to be hosts on ESPN, competing in the Olympics, went on to become MD’s just to name a few..."
2021-03-17 15:54:25,C_Christinecl,"Oakland, CA",@_mynamehayze Duh this the Olympics training now
2021-03-17 15:54:23,4putt4par,"Walnut Creek, CA",@chambleebrandel He should have just said he didn’t feel like playing in the Olympics and left it at that. Instead of this travel b.s.
2021-03-17 15:54:04,DowrickMa,,"@Kathy_Rastle What?The olympics?Emotional?Why? Your chances of being seriously ill from the mustang ninja virus were negligible. What do you know about the long term safety and efficacy of this biological you received? I am certain you were given clear info on risk etc? No, I didn’t think so"
2021-03-17 15:53:36,ShePowerSport,,"Last chance to join us on March 18, 2021 at 1300H GMT for a practical discussion with Prof. @margomountjoy, @McMasterU in Toronto, Canada, &amp; @SakuraKokumai, an American karateka bound to represent the US at the @Olympics in Tokyo. Register below:
https://t.co/U4EY26zDSb"
2021-03-17 15:53:28,ChristopheSain4,"Palm Desert, CA","@chasestrangio @cmclymer I read yesterday that ‘no trans athlete has ever won an Olympic medal’. If these crazy claims that trans women have an unfair advantage were true, we’d see that show up at the olympics. Just let people live in their own skin in peace!!"
